run_name,hidden,aggregator,fanout_s,fanout_l,dropout,batch_size,epoch,train_loss,train_acc,val_loss,val_acc,norm_train_acc,norm_val_acc
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,14,2.0895,0.3596,2.5114,0.0379,0.3596,0.0379
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,15,2.0801,0.3467,2.4687,0.0403,0.3467,0.0403
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,16,2.0689,0.3739,2.4285,0.0433,0.3739,0.0433
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,17,2.0643,0.3527,2.4437,0.046,0.3527,0.046
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,18,2.0554,0.3966,2.5951,0.0388,0.3966,0.0388
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,19,2.0418,0.3114,2.5664,0.0383,0.3114,0.0383
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,20,2.0448,0.3505,2.5271,0.035,0.3505,0.035
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,21,2.0473,0.3502,2.5559,0.0393,0.3502,0.0393
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,22,2.0397,0.3584,2.4704,0.054,0.3584,0.054
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,23,2.0264,0.3747,2.5591,0.037,0.3747,0.037
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,24,2.025,0.3187,2.6109,0.0369,0.3187,0.0369
hid64_aggmean_fan15-10_drop30_bs512,64,mean,15,10,0.3,512,25,2.0241,0.3508,2.4637,0.0438,0.3508,0.0438
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,1,2.2512,0.2171,2.1304,0.0234,0.2171,0.0234
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,2,2.2197,0.2405,2.2055,0.0332,0.2405,0.0332
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,3,2.2031,0.2727,2.2436,0.0328,0.2727,0.0328
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,4,2.1869,0.3588,2.3212,0.0318,0.3588,0.0318
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,5,2.1743,0.3357,2.2275,0.0387,0.3357,0.0387
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,6,2.155,0.3469,2.4629,0.0329,0.3469,0.0329
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,7,2.1439,0.3477,2.4052,0.0348,0.3477,0.0348
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,8,2.1215,0.3694,2.4151,0.0374,0.3694,0.0374
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,9,2.1277,0.3471,2.4464,0.034,0.3471,0.034
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,10,2.1274,0.3638,2.5082,0.031,0.3638,0.031
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,11,2.0987,0.3815,2.5198,0.0338,0.3815,0.0338
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,12,2.0989,0.3419,2.5576,0.0368,0.3419,0.0368
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,13,2.0982,0.3685,2.5671,0.0339,0.3685,0.0339
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,14,2.0868,0.3968,2.5017,0.0385,0.3968,0.0385
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,15,2.0931,0.3352,2.4472,0.0458,0.3352,0.0458
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,16,2.095,0.3862,2.5472,0.0331,0.3862,0.0331
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,17,2.0706,0.3624,2.5599,0.0369,0.3624,0.0369
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,18,2.0793,0.3592,2.4572,0.0446,0.3592,0.0446
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,19,2.0658,0.3661,2.4899,0.0417,0.3661,0.0417
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,20,2.059,0.3376,2.5296,0.0392,0.3376,0.0392
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,21,2.064,0.326,2.5474,0.0374,0.326,0.0374
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,22,2.0543,0.3453,2.4841,0.0415,0.3453,0.0415
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,23,2.0557,0.315,2.5069,0.0423,0.315,0.0423
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,24,2.0414,0.3592,2.5279,0.0381,0.3592,0.0381
hid64_aggmean_fan15-10_drop40_bs512,64,mean,15,10,0.4,512,25,2.0288,0.3383,2.4765,0.041,0.3383,0.041
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,1,2.2438,0.2192,2.2013,0.0197,0.2192,0.0197
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,2,2.2058,0.2774,2.3552,0.0235,0.2774,0.0235
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,3,2.1862,0.334,2.2366,0.0554,0.334,0.0554
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,4,2.1615,0.373,2.3511,0.038,0.373,0.038
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,5,2.1441,0.4011,2.2622,0.0413,0.4011,0.0413
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,6,2.1252,0.3457,2.5662,0.0351,0.3457,0.0351
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,7,2.1232,0.4578,2.5763,0.0376,0.4578,0.0376
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,8,2.1118,0.4321,2.6126,0.0369,0.4321,0.0369
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,9,2.1065,0.4066,2.5188,0.0369,0.4066,0.0369
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,10,2.0888,0.3968,2.4431,0.0388,0.3968,0.0388
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,11,2.091,0.4014,2.5926,0.0335,0.4014,0.0335
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,12,2.0835,0.3807,2.5549,0.0369,0.3807,0.0369
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,13,2.0775,0.3946,2.6027,0.0363,0.3946,0.0363
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,14,2.0678,0.3822,2.6548,0.0374,0.3822,0.0374
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,15,2.0544,0.4079,2.4793,0.0433,0.4079,0.0433
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,16,2.0578,0.3884,2.5449,0.0367,0.3884,0.0367
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,17,2.0465,0.339,2.485,0.0428,0.339,0.0428
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,18,2.0439,0.3569,2.4575,0.0474,0.3569,0.0474
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,19,2.047,0.3366,2.5492,0.0347,0.3366,0.0347
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,20,2.0335,0.329,2.456,0.0439,0.329,0.0439
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,21,2.013,0.3195,2.5389,0.044,0.3195,0.044
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,22,2.0265,0.3422,2.4608,0.0446,0.3422,0.0446
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,23,2.0019,0.3595,2.6293,0.0362,0.3595,0.0362
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,24,2.0061,0.3151,2.492,0.0399,0.3151,0.0399
hid64_aggmean_fan25-15_drop20_bs512,64,mean,25,15,0.2,512,25,2.0035,0.3342,2.539,0.0396,0.3342,0.0396
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,1,2.2401,0.194,2.0728,0.039,0.194,0.039
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,2,2.2168,0.2301,2.1377,0.0325,0.2301,0.0325
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,3,2.1914,0.2583,2.1883,0.0318,0.2583,0.0318
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,4,2.1743,0.3329,2.41,0.0319,0.3329,0.0319
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,5,2.1511,0.3083,2.3811,0.0362,0.3083,0.0362
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,6,2.1359,0.3565,2.4162,0.0336,0.3565,0.0336
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,7,2.1276,0.3336,2.3502,0.0389,0.3336,0.0389
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,8,2.1083,0.347,2.2693,0.049,0.347,0.049
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,9,2.1154,0.3232,2.4615,0.0361,0.3232,0.0361
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,10,2.1114,0.3551,2.5863,0.0339,0.3551,0.0339
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,11,2.0992,0.3514,2.4036,0.0398,0.3514,0.0398
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,12,2.0958,0.3792,2.4945,0.0357,0.3792,0.0357
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,13,2.0892,0.3275,2.4934,0.0394,0.3275,0.0394
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,14,2.0779,0.3455,2.4585,0.0432,0.3455,0.0432
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,15,2.0725,0.3635,2.413,0.0424,0.3635,0.0424
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,16,2.0597,0.3964,2.4648,0.0386,0.3964,0.0386
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,17,2.0732,0.3502,2.4045,0.0437,0.3502,0.0437
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,18,2.0584,0.401,2.4665,0.0412,0.401,0.0412
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,19,2.0584,0.3492,2.3871,0.0449,0.3492,0.0449
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,20,2.0604,0.3538,2.5046,0.038,0.3538,0.038
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,21,2.0475,0.299,2.474,0.0411,0.299,0.0411
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,22,2.0326,0.3606,2.5285,0.0384,0.3606,0.0384
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,23,2.0333,0.3213,2.4686,0.0378,0.3213,0.0378
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,24,2.0299,0.3287,2.4429,0.0431,0.3287,0.0431
hid64_aggmean_fan25-15_drop30_bs512,64,mean,25,15,0.3,512,25,2.0356,0.3711,2.5808,0.0335,0.3711,0.0335
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,1,2.2612,0.2451,2.0055,0.5563,0.2451,0.5563
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,2,2.2215,0.2813,2.0904,0.0433,0.2813,0.0433
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,3,2.1973,0.2688,2.2057,0.0336,0.2688,0.0336
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,4,2.1761,0.3207,2.177,0.0383,0.3207,0.0383
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,5,2.166,0.2859,2.3176,0.036,0.2859,0.036
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,6,2.1468,0.3457,2.292,0.0549,0.3457,0.0549
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,7,2.1375,0.3762,2.5047,0.0335,0.3762,0.0335
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,8,2.131,0.3804,2.4503,0.0357,0.3804,0.0357
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,9,2.1199,0.4203,2.4368,0.0347,0.4203,0.0347
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,10,2.1116,0.3674,2.4632,0.0363,0.3674,0.0363
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,11,2.1024,0.4121,2.5763,0.0345,0.4121,0.0345
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,12,2.1103,0.3766,2.5329,0.035,0.3766,0.035
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,13,2.1004,0.3519,2.3283,0.0439,0.3519,0.0439
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,14,2.0903,0.3792,2.5146,0.0378,0.3792,0.0378
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,15,2.0913,0.3571,2.5052,0.0402,0.3571,0.0402
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,16,2.0867,0.3511,2.4914,0.0416,0.3511,0.0416
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,17,2.0711,0.3598,2.551,0.0306,0.3598,0.0306
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,18,2.0815,0.3274,2.4754,0.0393,0.3274,0.0393
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,19,2.0644,0.346,2.5625,0.0327,0.346,0.0327
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,20,2.0543,0.3259,2.5344,0.035,0.3259,0.035
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,21,2.0574,0.3151,2.4304,0.0447,0.3151,0.0447
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,22,2.0488,0.3506,2.4574,0.0412,0.3506,0.0412
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,23,2.0441,0.3264,2.4247,0.0455,0.3264,0.0455
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,24,2.0352,0.3435,2.5434,0.036,0.3435,0.036
hid64_aggmean_fan25-15_drop40_bs512,64,mean,25,15,0.4,512,25,2.0415,0.3082,2.4852,0.0421,0.3082,0.0421
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,1,2.279,0.2373,2.1317,0.0684,0.2373,0.0684
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,2,2.2492,0.196,2.1822,0.0516,0.196,0.0516
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,3,2.2244,0.2602,2.2136,0.0354,0.2602,0.0354
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,4,2.2096,0.2152,2.2936,0.0324,0.2152,0.0324
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,5,2.185,0.2353,2.3268,0.0343,0.2353,0.0343
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,6,2.1756,0.2846,2.371,0.0328,0.2846,0.0328
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,7,2.159,0.2538,2.541,0.0344,0.2538,0.0344
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,8,2.1485,0.3075,2.4256,0.034,0.3075,0.034
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,9,2.1373,0.3306,2.461,0.0359,0.3306,0.0359
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,10,2.1311,0.2794,2.5795,0.0292,0.2794,0.0292
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,11,2.1195,0.3127,2.6263,0.0309,0.3127,0.0309
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,12,2.1164,0.3136,2.5458,0.0351,0.3136,0.0351
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,13,2.0991,0.3605,2.7042,0.0265,0.3605,0.0265
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,14,2.0904,0.2773,2.5788,0.0377,0.2773,0.0377
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,15,2.0871,0.302,2.6901,0.029,0.302,0.029
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,16,2.0833,0.2774,2.6216,0.0341,0.2774,0.0341
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,17,2.0677,0.3285,2.5301,0.0348,0.3285,0.0348
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,18,2.0753,0.2601,2.5984,0.0304,0.2601,0.0304
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,19,2.0605,0.3232,2.5938,0.0329,0.3232,0.0329
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,20,2.0474,0.2618,2.5564,0.0378,0.2618,0.0378
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,21,2.0512,0.2939,2.5766,0.0348,0.2939,0.0348
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,22,2.0471,0.271,2.6536,0.0333,0.271,0.0333
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,23,2.0352,0.2765,2.5285,0.0365,0.2765,0.0365
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,24,2.032,0.2309,2.477,0.0436,0.2309,0.0436
hid64_aggmean_fan15-10_drop20_bs1024,64,mean,15,10,0.2,1024,25,2.0358,0.2779,2.6272,0.0293,0.2779,0.0293
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,1,2.2674,0.1707,2.1301,0.1217,0.1707,0.1217
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,2,2.2464,0.1536,2.171,0.087,0.1536,0.087
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,3,2.2201,0.1921,2.1816,0.075,0.1921,0.075
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,4,2.2084,0.1913,2.1644,0.0497,0.1913,0.0497
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,5,2.1854,0.251,2.2307,0.0555,0.251,0.0555
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,6,2.1789,0.2345,2.3251,0.0323,0.2345,0.0323
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,7,2.1636,0.3105,2.2997,0.0293,0.3105,0.0293
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,8,2.15,0.2843,2.4298,0.0317,0.2843,0.0317
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,9,2.1412,0.2834,2.4594,0.0334,0.2834,0.0334
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,10,2.1292,0.3046,2.4914,0.0285,0.3046,0.0285
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,11,2.1231,0.3168,2.5346,0.0301,0.3168,0.0301
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,12,2.1186,0.2745,2.577,0.0348,0.2745,0.0348
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,13,2.113,0.3146,2.7376,0.0284,0.3146,0.0284
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,14,2.107,0.316,2.5729,0.0275,0.316,0.0275
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,15,2.097,0.2977,2.5389,0.029,0.2977,0.029
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,16,2.0959,0.2934,2.4466,0.0368,0.2934,0.0368
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,17,2.0928,0.3228,2.5249,0.0332,0.3228,0.0332
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,18,2.0823,0.3222,2.5809,0.0268,0.3222,0.0268
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,19,2.0731,0.3066,2.5417,0.0325,0.3066,0.0325
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,20,2.072,0.3499,2.5794,0.0319,0.3499,0.0319
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,21,2.0702,0.3076,2.6787,0.0272,0.3076,0.0272
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,22,2.0654,0.3095,2.6964,0.0263,0.3095,0.0263
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,23,2.0574,0.3301,2.5896,0.0294,0.3301,0.0294
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,24,2.0579,0.3162,2.6548,0.0305,0.3162,0.0305
hid64_aggmean_fan15-10_drop30_bs1024,64,mean,15,10,0.3,1024,25,2.05,0.272,2.6418,0.0292,0.272,0.0292
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,1,2.2739,0.1236,2.1837,0.0247,0.1236,0.0247
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,2,2.2494,0.1737,2.1913,0.0707,0.1737,0.0707
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,3,2.2223,0.226,2.1866,0.0522,0.226,0.0522
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,4,2.21,0.2045,2.183,0.0346,0.2045,0.0346
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,5,2.1946,0.213,2.2839,0.0362,0.213,0.0362
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,6,2.1849,0.2237,2.3232,0.0324,0.2237,0.0324
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,7,2.1711,0.2712,2.3631,0.035,0.2712,0.035
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,8,2.1502,0.2668,2.4826,0.0324,0.2668,0.0324
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,9,2.1399,0.2545,2.4979,0.0311,0.2545,0.0311
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,10,2.1419,0.2797,2.5352,0.0231,0.2797,0.0231
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,11,2.1341,0.3326,2.5221,0.0321,0.3326,0.0321
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,12,2.1217,0.2686,2.4591,0.0306,0.2686,0.0306
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,13,2.1268,0.3285,2.499,0.0319,0.3285,0.0319
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,14,2.112,0.3172,2.5591,0.0291,0.3172,0.0291
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,15,2.1032,0.2645,2.5886,0.0301,0.2645,0.0301
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,16,2.0987,0.3048,2.5417,0.0261,0.3048,0.0261
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,17,2.0889,0.3167,2.5462,0.0268,0.3167,0.0268
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,18,2.0902,0.3077,2.6263,0.0264,0.3077,0.0264
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,19,2.0832,0.2981,2.6939,0.0308,0.2981,0.0308
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,20,2.0824,0.2734,2.6388,0.0295,0.2734,0.0295
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,21,2.0837,0.3162,2.5589,0.0286,0.3162,0.0286
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,22,2.0698,0.2882,2.5641,0.0284,0.2882,0.0284
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,23,2.0613,0.2704,2.6178,0.0302,0.2704,0.0302
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,24,2.0523,0.2782,2.548,0.0353,0.2782,0.0353
hid64_aggmean_fan15-10_drop40_bs1024,64,mean,15,10,0.4,1024,25,2.0583,0.2605,2.5941,0.0316,0.2605,0.0316
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,1,2.2787,0.1294,2.2461,0.0245,0.1294,0.0245
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,2,2.2428,0.1385,2.2064,0.0635,0.1385,0.0635
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,3,2.2166,0.1467,2.2324,0.035,0.1467,0.035
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,4,2.1986,0.1817,2.3348,0.0297,0.1817,0.0297
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,5,2.1812,0.2648,2.3791,0.028,0.2648,0.028
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,6,2.1729,0.2219,2.4613,0.0286,0.2219,0.0286
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,7,2.1607,0.2377,2.4266,0.0311,0.2377,0.0311
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,8,2.14,0.3131,2.3798,0.0354,0.3131,0.0354
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,9,2.1358,0.2437,2.4073,0.0319,0.2437,0.0319
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,10,2.122,0.2619,2.638,0.034,0.2619,0.034
hid64_aggmean_fan25-15_drop20_bs1024,64,mean,25,15,0.2,1024,11,2.1237,0.3097,2.4684,0.0323,0.3097,0.0323
